document_id;source_file;source_link;question;content
18;26.txt;https://www.wroclaw.pl/en/cultural-offer-for-foreigners-in-wroclaw;Is there a cinema for foreigners? Is there a theater for foreigners? Is there an Opera in Wrocław? Where can I go to concert in Wrocław? Where can I find information about artistic experience? ; is available in English HERE. How about an exhibition? All those wanting to have an interesting time in the capital of Lower Silesia can also go to one of the interesting exhibitions, e. g. in one of Wroclaw's museums. There, foreigners have been thought of, too. Not only the content websites is translated into English, but also on - site information on specific exhibitions and exhibits, for example in Wroclaw City Museum in the very heart of the Market Square, the National Museum at Pl. Powstańców Warszawy 5, the Four Domes Pavillon, located just by the Centennial Hall at ul. Wystawowa 1, the Museum of Architecture at ul. Bernardyńska 5, the BWA Awangarda Gallery at 
18;26.txt;https://www.wroclaw.pl/en/cultural-offer-for-foreigners-in-wroclaw;Is there a cinema for foreigners? Is there a theater for foreigners? Is there an Opera in Wrocław? Where can I go to concert in Wrocław? Where can I find information about artistic experience? ;" Museum at Pl. Powstańców Warszawy 5, the Four Domes Pavillon, located just by the Centennial Hall at ul. Wystawowa 1, the Museum of Architecture at ul. Bernardyńska 5, the BWA Awangarda Gallery at ul. Wita Stwosza 2, or in the Panorama of Racławice. In some museums and on their websites, you can also find information in German. Reliable information All foreign guests looking for artistic experiences in Wroclaw can freely use the Infopunkt Strefay Kultury, which is located in the Bar „ Barbara "" in ul. Świdnicka 8c in Wroclaw. ( write at ” infopunkt @ wroclaw2016. pl, or call : + 48 "
18;26.txt;https://www.wroclaw.pl/en/cultural-offer-for-foreigners-in-wroclaw;Is there a cinema for foreigners? Is there a theater for foreigners? Is there an Opera in Wrocław? Where can I go to concert in Wrocław? Where can I find information about artistic experience? ;" freely use the Infopunkt Strefay Kultury, which is located in the Bar „ Barbara "" in ul. Świdnicka 8c in Wroclaw. ( write at ” infopunkt @ wroclaw2016. pl, or call : + 48 71 712 75 74 ). There, they will get comprehensive information about all the cultural events taking place in the capital of Lower Silesia in the next few months. "
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; There are multiple beach bars in Wrocław : ZaZoo Beach Bar, Hot Spot Beach Bar, Forma Płynna Beach Bar, Stara Odra, Odrana Beach Bar A perfect beaching spot in the city centre. ZaZoo Beach Bar has its frequent visitors and attracts a growing number of those who love relax on the water with friends and family. The ZaZoo city beach occupies a few thousand square metres in the place where the Old Oder joins the Oder – only 300 metres away from the Zwierzyniecki Bridge. Every city dweller and his family will find here everything that they need for rest. Three bars offer a rich choice of various beverages. At ZaZoo, you can eat pizza straight from the 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; metres away from the Zwierzyniecki Bridge. Every city dweller and his family will find here everything that they need for rest. Three bars offer a rich choice of various beverages. At ZaZoo, you can eat pizza straight from the oven and delicious ice - cream. Hot Spot Beach Bar, ul. Wejherowska The biggest artificial city beach in Poland has as many as 15, 000 square metres. On the meadow between the Oder and swimming pools at Wejherowska, over 1, 110 tons of sand were poured last year. Hot Spot Beach Bar is divided into two zones. The recreational part contains deckchairs, hammocks and huge umbrellas. There are palms like on a real beach 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ;erowska, over 1, 110 tons of sand were poured last year. Hot Spot Beach Bar is divided into two zones. The recreational part contains deckchairs, hammocks and huge umbrellas. There are palms like on a real beach, and in the evening after sunset, HotSpot is illuminated by atmospheric lamps. The organisers guarantee a lot of sun, music and dance. Visitors of HotSpot Beach Bar will have an opportunity to travel through various music styles. Apart from musical events, various speeches and meetings are held here. The second zone is intended for lovers of active rest. It contains a volleyball and badminton field, a football field for children, a skimboard track and a pétanque playing area. If 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; from musical events, various speeches and meetings are held here. The second zone is intended for lovers of active rest. It contains a volleyball and badminton field, a football field for children, a skimboard track and a pétanque playing area. If you plan to spend the whole day on the sand, you do not have to worry about being hungry. The foodtruck offer includes : Gruba Ryba [ Big Fish ] – a foodtruck known for the best fish & chips in the city, Egyptian cuisine, pizza from Happy Little Truck and ice - cream from Rondo Café. There is also a wide choice of wines, alcoholic and soft drinks. HotSpot Beach Bar is open : Monday – Thursday, 12 : 00 p. 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ;" in the city, Egyptian cuisine, pizza from Happy Little Truck and ice - cream from Rondo Café. There is also a wide choice of wines, alcoholic and soft drinks. HotSpot Beach Bar is open : Monday – Thursday, 12 : 00 p. m. – 11 : 00 p. m. ; Friday, 12 : 00 p. m. - 2 : 00 p. m. Saturday 10 : 00 a. m. - 2 : 00 p. m. Sunday 10 : 00 a. m. - 10 : 00 p. m. Entrance is free. Forma Płynna Beach Bar, Wybrzeże Wyspiańskiego Instead of sand, you will find the neat green grass here. Instead of umbrellas and suns "
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ;" a. m. - 10 : 00 p. m. Entrance is free. Forma Płynna Beach Bar, Wybrzeże Wyspiańskiego Instead of sand, you will find the neat green grass here. Instead of umbrellas and sunshades, you will see crowns of mini - forest trees. Right on the bank of the Oder, a climatic city beach called Forma Płynna [ Liquid Form ] has been established ; it neighbours on the boulevard of the Wroclaw University of Technology through the fence. The climate of this place is created by trees and by hammocks and deckchairs suspended between them. On hot summer days, it is an optimal place for a lazy afternoon with friends. “ Chill, "
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; Wroclaw University of Technology through the fence. The climate of this place is created by trees and by hammocks and deckchairs suspended between them. On hot summer days, it is an optimal place for a lazy afternoon with friends. “ Chill, relax, jazz ”, we can read in Internet opinions of thrilled visitors of the new Oder beach in the city centre. On the spot, there is a bar with an excellent menu and even better staff, open - air toys for children, and the programme contains music evenings, concerts and workshops. Stara Odra, Trzebnickie Bridges The picturesquely located Stara Odra [ Old Oder ] Beach Bar had many regular visitors last year. Situated beside Mosty Trzebnickie bridges 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; and the programme contains music evenings, concerts and workshops. Stara Odra, Trzebnickie Bridges The picturesquely located Stara Odra [ Old Oder ] Beach Bar had many regular visitors last year. Situated beside Mosty Trzebnickie bridges close to the tram terminus at ul. Zawalna, it attracted local people and visitors from other parts of Wroclaw. The attractions include, e. g., jazz concerts, stand - uppers ’ shows, yoga and fitness exercises, animations for children and dance evenings. On the spot, there is a bar with a rich menu, foodtrucks, and an outlet serving hot - dogs and ice cream. OpatoVice Beach Bar, Opatowice Dam Close to the Opa 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; animations for children and dance evenings. On the spot, there is a bar with a rich menu, foodtrucks, and an outlet serving hot - dogs and ice cream. OpatoVice Beach Bar, Opatowice Dam Close to the Opatowice Dam, a cosy OpatoVice Beach Bar is being established. Apart from the bar, deckchairs and the barbecue, hosts offer activities for children ( including the smallest ones ), young mothers, and yoga and crossfit lovers. Odrana Beach Bar, Wybrzeże Wyspiańskiego 41A Odrana Beach Bar occupies a part of the boulevard of the Wroclaw University of Technology. Beside the bar with a rich choice of beverages, there is a 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; lovers. Odrana Beach Bar, Wybrzeże Wyspiańskiego 41A Odrana Beach Bar occupies a part of the boulevard of the Wroclaw University of Technology. Beside the bar with a rich choice of beverages, there is a pizza oven and small snacks. And they are surrounded with very comfortable seats and deckchairs in the sunshine or in the shadow of umbrellas and canopies. Children can have fun in a place relevant to their age – a big inflatable labyrinth. More active visitors can let off steam in the beach volleyball field. Chillout music, a view of the fashionable Oder and the historic pressure tower guarantee an atmospheric pack of impressions. The Odrana Beach Bar is open on all days of 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; labyrinth. More active visitors can let off steam in the beach volleyball field. Chillout music, a view of the fashionable Oder and the historic pressure tower guarantee an atmospheric pack of impressions. The Odrana Beach Bar is open on all days of the week : Monday – Thursday 11 : 00 a. m. – 0 : 00 a. m., Friday 11 : 00 a. m. – 2 : 00 a. m., Saturday 9 : 00 a. m. – 2 : 00 a. m., Sunday 9 : 00 a. m. – 0 : 00 a. m. Przestrzeń : park, pizza and chillout, ul. Mickiewicza / Paderewskiego Away from the Oder, 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; 2 : 00 a. m., Sunday 9 : 00 a. m. – 0 : 00 a. m. Przestrzeń : park, pizza and chillout, ul. Mickiewicza / Paderewskiego Away from the Oder, you can also find suitable places to rest during a good weather. “ Przestrzeń is an idea to relax away from the tourist pubs, noise and prices of the Wroclaw Market Square, ” encourage the hosts of an open - air diner at Sępolno. At the junction of Mickiewicza and Paderewskiego streets, the atmospheric spot has started another summer season. There were many changes in infrastructure during winter. The large container was designed as a cosy diner that contains not only 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; at Sępolno. At the junction of Mickiewicza and Paderewskiego streets, the atmospheric spot has started another summer season. There were many changes in infrastructure during winter. The large container was designed as a cosy diner that contains not only a bar, but also a kitchen and a pizza oven. In the shadow of old oaks, guests relax on deckchairs and comfortable garden furniture. Children have a big sandbox and a small playground at their disposal, and adults can taste beer, cider and fine coffee. It is also possible to play chess and badminton or read the current press. Przestrzeń [ Space ] attracts a colourful and cheerful company, families with children, and lovers of good music and ambitious cinema. The 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; beer, cider and fine coffee. It is also possible to play chess and badminton or read the current press. Przestrzeń [ Space ] attracts a colourful and cheerful company, families with children, and lovers of good music and ambitious cinema. The open - air cinema shows documentaries every Wednesday and world cinema masterpieces every Sunday. On weekends, musicians from Wroclaw and other places play together on the stage of Przestrzeń. Przestrzeń is open every day from 3 : 00 p. m. till 10 : 00 p. m. ( Monday – Friday ) and from 3 : 00 p. m. till 11 : 59 p. m. ( Saturday – Sunday ). Beach on Politechnika Boulevard, Wybr 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; 00 p. m. till 10 : 00 p. m. ( Monday – Friday ) and from 3 : 00 p. m. till 11 : 59 p. m. ( Saturday – Sunday ). Beach on Politechnika Boulevard, Wybrzeże Wyspiańskiego Sun lovers can also visit a cosy beach on the Promenade of the Wroclaw University of Technology at Wybrzeże Wyspiańskiego. If you love recreation by the water, you have a beach and sandy volleyball and badminton fields at your disposal. Unlike on other city beaches, there is no bar or toilets here. Prosto z Mostu Beach Bar Wroclaw inhabitants can also enjoy the charm of another beach that has recently been created close to the Warszawski 
19;27.txt;https://www.wroclaw.pl/en/city-beaches-in-wroclaw-sun-deckchairs-entertainment;Are there any beach bars in Wrocław? What are attractions offered by beach bars? Where is Beach Bar? ; and badminton fields at your disposal. Unlike on other city beaches, there is no bar or toilets here. Prosto z Mostu Beach Bar Wroclaw inhabitants can also enjoy the charm of another beach that has recently been created close to the Warszawskie Bridges : Prosto z Mostu [ Straight from the Bridge ] Beach Bar. It occupies as many as 5, 000 m2 of space intended for relax, where various events ( e. g., volleyball games, pub quizzes or film shows ) are organised very frequently. 
20;28.txt;https://www.wroclaw.pl/en/wroclaw-city-bike;Are there bikes for rent in Wrocław? How can I rent city bike?; Rent a city bike In Wroclaw, a city bike system Nextbike is active. It consists of stationary bike rental points. In a few dozen points of the city, you can take a comfortable city bike ( against a small fee ) and ride ahead. The first 20 minutes of ride under the Wroclaw City Bike are free of charge. In order to rent a bike, you have to register in the international Nextbike system. Irrespective of their geographic location, systems are compatible with one another, which means that their users can rent bikes in any city in the world where such rental points operate. Wrocławski Rower Miejski WRM, i. e. Wrocławski Rower Miejski provides an alternative form of transport, allowing its 
20;28.txt;https://www.wroclaw.pl/en/wroclaw-city-bike;Are there bikes for rent in Wrocław? How can I rent city bike?; another, which means that their users can rent bikes in any city in the world where such rental points operate. Wrocławski Rower Miejski WRM, i. e. Wrocławski Rower Miejski provides an alternative form of transport, allowing its users to move around the city fast. WRM – 820 bikes and 82 stations. On the website of the Wroclaw City Bike [ Wrocławski Rower Miejski ], there is an instruction how to use the rental point in three languages : Polish, English and German. https : / / wroclawskirower. pl / en / 
21;29.txt;https://www.wroclaw.pl/en/urbancard;What is URBANCARD? How to receive URBANCARD? Where can I pick up urbancard? Where is ubrancard client service?; Wrocław URBANCARD is a modern and multi - functional carrier of electronic services and products with a payment card format. Tickets of the Wrocław Urban Transportation System are recorded in the Central System. To receive an URBANCARD EP you need to submit an application for a card in person at one of the 4 URBANCARD Customer Service Offices or via the website https : / / www. urbancard. pl / The card can be picked up at one of the Customer Service Offices after 2 business days from the date of acceptance of the application. In the case of applying for a personalized card, attach a current photo ( e. g. current photo from the school / student ID card, passport or ID card ). The URBAN 
21;29.txt;https://www.wroclaw.pl/en/urbancard;What is URBANCARD? How to receive URBANCARD? Where can I pick up urbancard? Where is ubrancard client service?; 2 business days from the date of acceptance of the application. In the case of applying for a personalized card, attach a current photo ( e. g. current photo from the school / student ID card, passport or ID card ). The URBANCARD EP personalization photo can also be taken ( free of charge ) at the URBANCARD Customer Service Offices. An application submitted via the website requires personal confirmation in one of the Customer Service Offices by the person submitting the application, by proving one ’ s identity and signing the application. The application must be accompanied by a photo of the customer ’ s face in JPEG, PNG, GIF format ( file up to 500 kb ). URBANCARD CLIENT SERVICE OFFICES are 
21;29.txt;https://www.wroclaw.pl/en/urbancard;What is URBANCARD? How to receive URBANCARD? Where can I pick up urbancard? Where is ubrancard client service?;" by proving one ’ s identity and signing the application. The application must be accompanied by a photo of the customer ’ s face in JPEG, PNG, GIF format ( file up to 500 kb ). URBANCARD CLIENT SERVICE OFFICES are located in ul. Grabiszyńska 9, 53 - 501 Wrocław, mon - fri : 8. 00 – 18. 00 ; sat : 9. 00 - 14. 00 ul. Prusa 75 - 79, 50 - 316 Wrocław ( MPK Wrocław ) mon - thur : 8. 00 - 18. 00 ; fri : 8. 00 - 16. 00 ul. Racławicka 2 - 4, 53 - 146 Wrocław, mon - fri : 8. 00 "
21;29.txt;https://www.wroclaw.pl/en/urbancard;What is URBANCARD? How to receive URBANCARD? Where can I pick up urbancard? Where is ubrancard client service?;" ( MPK Wrocław ) mon - thur : 8. 00 - 18. 00 ; fri : 8. 00 - 16. 00 ul. Racławicka 2 - 4, 53 - 146 Wrocław, mon - fri : 8. 00 – 18. 00 ul. Ładna 1c, 50 - 353 Wrocław, mon - fri : 8. 00 – 18. 00 In each of the abovementioned Offices, you can submit an application for an URBANCARD, pick up a card, buy tickets, file a complaint, and report a lost or stolen card. In the case of applications submitted in person, the place of submission of the application for issuing the card is also the place of its receipt. Application forms "
21;29.txt;https://www.wroclaw.pl/en/urbancard;What is URBANCARD? How to receive URBANCARD? Where can I pick up urbancard? Where is ubrancard client service?; up a card, buy tickets, file a complaint, and report a lost or stolen card. In the case of applications submitted in person, the place of submission of the application for issuing the card is also the place of its receipt. Application forms, map of points of sale and detailed information at : www. urbancard. pl 
22;3.txt;https://przybysz.duw.pl/en/faq-frequently-asked-questions/;Can I work during the waiting time for the decision about the permission for residence?; You can work on condition that you were entitled to work directly before submitting the application form – namely, you had a permission for the temporary residence and work or temporary work permit, and after submitting the application form you will work under conditions determined in the owned permission. If, before submitting the application form, you did not have the right to work in Poland, you will be able to work on condition that you obtain permission to work or declaration of consignment to work. 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; The first daily buses and trams start running after 4 a. m., and the last ones leave the routes about midnight. At night, there are thirteen bus lines that run from the most distant city districts through the centre and the Aquapark areas. Attention : night bus service is not very frequent – buses arrive every hour on the average. In Wroclaw, there are two ticket systems : single fares and a system of time fares. There are also long - term tickets ( season tickets ). Transporting baggage and animals requires no additional ticket. Timetable Public transport tickets can be bought at the newsagent ’ s and in ticket machines near bus / tram stops. You can pay for them in cash ( coins and notes ) 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; tickets ). Transporting baggage and animals requires no additional ticket. Timetable Public transport tickets can be bought at the newsagent ’ s and in ticket machines near bus / tram stops. You can pay for them in cash ( coins and notes ) or by card. Prices and other information about tickets are available HERE. Tickets are also available in all public transport vehicles, but you can buy them there only by card, via phone application or online. Not only buses and trams From the city centre, you can get to distant city districts ( Leśnica, Pracze Odrzańskie, Psie Pole, Brochów ) by railbus. It is a fast and comfortable means of transport. If you want to check where it is faster 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; centre, you can get to distant city districts ( Leśnica, Pracze Odrzańskie, Psie Pole, Brochów ) by railbus. It is a fast and comfortable means of transport. If you want to check where it is faster to arrive by train, see HERE. In order to go by train within the city limits, it is enough to buy a public transport ticket. One of Wroclaw ’ s attractions is Polinka – the cable car operating on the Oder. It takes only three minutes to get to the other side of the river. It is a unique passage on the walking route from Hydropolis to the zoo. You can buy a ticket from the machine at stations on both sides of the Oder. From 1st July 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; takes only three minutes to get to the other side of the river. It is a unique passage on the walking route from Hydropolis to the zoo. You can buy a ticket from the machine at stations on both sides of the Oder. From 1st July till 30th September, the cable car operates from 7 : 00 a. m. till 6 : 00 p. m. ( Monday - Friday ) and from 11 : 00 a. m. till 6 : 00 p. m. ( Saturday - Sunday ). A valid MPK ticket is sufficient to travel by passenger trains between all stations in Wroclaw. Public transport Wroclaw offers over 60 day bus services and over 10 night services. There are also over 20 tram services available. Day bus and tram 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; - Sunday ). A valid MPK ticket is sufficient to travel by passenger trains between all stations in Wroclaw. Public transport Wroclaw offers over 60 day bus services and over 10 night services. There are also over 20 tram services available. Day bus and tram services operate on working days from 5 am to 11 pm and holidays from 6 am to 10 pm. Night services operate between 11. 30 pm and 5 am, every half an hour. They depart from the PKS Coach Station ( now ul Petrusewicza ) to reach other parts of the city. Fares rules Passengers travelling with MPK are obliged to hold a single or a time - limit ticket, which can be purchased at designated points or ticket machines. They can be found in 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
";ewicza ) to reach other parts of the city. Fares rules Passengers travelling with MPK are obliged to hold a single or a time - limit ticket, which can be purchased at designated points or ticket machines. They can be found in the vicinity of bus stops and in MPK vehicles. The latter accept credit cards only ( pay pass included ). Single tickets and time - limit tickets must be validated immediately after entering the tram or bus ( including those bought in the vehicle ). If the number is on the yellow plate or the timetable at the bus stop is marked in yellow, this means that the route has changed, e. g. due to renovation. Tickets validated in MPK vehicles are accepted by 
23;30.txt;https://www.wroclaw.pl/en/buses-and-trams;"Where can I buy tickets for bus? Are there buses at night? What is Polinka? What are the fares rules for public transport?
"; vehicle ). If the number is on the yellow plate or the timetable at the bus stop is marked in yellow, this means that the route has changed, e. g. due to renovation. Tickets validated in MPK vehicles are accepted by services whose numbers start with the digit „ 9 ”, only within the administrative boundaries of Wroclaw. 
24;31.txt;https://www.wroclaw.pl/en/how-and-where-to-buy-public-transport-tickets-in-wroclaw;How can I buy ticket for bus? Can I buy ticket in the bus? Can I have ticket for tram in an electronic version?; A new ticket distribution system was introduced in Wroclaw on 8th March. More ticket machines are available at bus / tram stops, and ticket fares can be paid in vehicles via electronic ticket punch. In addition, the system operator has launched new Customer Service Offices. Time tickets, one - time tickets and fixed - term tickets can be bought at newsagent ’ s shops or points of sale, ticket machines at bus / tram stops and electronic ticket punches in buses and trams ( one - time tickets and time tickets ). Ticket fares can also be paid via UC Mobile Application. Electronic ticket punches Tickets can be purchased via electronic ticket punch ( using the EP or payment card ) 24 h / day. In the case of a time ticket 
24;31.txt;https://www.wroclaw.pl/en/how-and-where-to-buy-public-transport-tickets-in-wroclaw;How can I buy ticket for bus? Can I buy ticket in the bus? Can I have ticket for tram in an electronic version?; tickets and time tickets ). Ticket fares can also be paid via UC Mobile Application. Electronic ticket punches Tickets can be purchased via electronic ticket punch ( using the EP or payment card ) 24 h / day. In the case of a time ticket, the passenger may travel by various means of transport without having to buy a new ticket – obviously as long as the ticket remains valid. The electronic ticket punch does not print your ticket – the ticket is coded on your payment card. The validity of the ticket ( this service is particularly useful in time tickets ) can be checked in the ticket punch. Showing the proximity card that was previously used for buying the ticket to a ticket controller is completely safe. The ticket is registered in the Central System, 
24;31.txt;https://www.wroclaw.pl/en/how-and-where-to-buy-public-transport-tickets-in-wroclaw;How can I buy ticket for bus? Can I buy ticket in the bus? Can I have ticket for tram in an electronic version?; of the ticket ( this service is particularly useful in time tickets ) can be checked in the ticket punch. Showing the proximity card that was previously used for buying the ticket to a ticket controller is completely safe. The ticket is registered in the Central System, and card data are automatically encrypted and saved in a safe form. A ticket controller receives only information about the ticket from the Central System and does not have access to any other data. 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; „ Our clients, especially young people, are particularly keen to seek flats along Wroclaw's main transportation routes. They seek housing in the following areas : ul Powstańców Śląskich, Legnicka, Grabiszyńska and in the city centre. They find it particularly important to be able to travel freely and access other parts of the city by bus or tram. „ Unfortunately, there is no accepted standard both visually ( furnishings, decoration, etc. ) and legally, that is, in the agreements to be signed by the lessee. It goes without saying that a higher standard is provided by those who have several flats on offer or by professional agencies. ” „ One key thing apart from the price is whether you like the 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; is, in the agreements to be signed by the lessee. It goes without saying that a higher standard is provided by those who have several flats on offer or by professional agencies. ” „ One key thing apart from the price is whether you like the flat, there are no ownership issues and the agreement is clear. I know from my own experience that the more detailed the agreement is the fewer problems are going to come up in the future. So it is worth meeting the owner to discuss all the points that you find vague or suggest points that you find important and are missing in the agreement. Should you have any doubts, please remember that it is always the best solutions to discuss. ” So, it is worth finding a flat before you arrive 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; the points that you find vague or suggest points that you find important and are missing in the agreement. Should you have any doubts, please remember that it is always the best solutions to discuss. ” So, it is worth finding a flat before you arrive in Poland. You will spare a few stressful moments both to yourself and your family. However, looking for a flat on your own ( especially if you are yet to arrive ) may turn out to be quite difficult, which is why it worth using the services of professional real estate agencies. A lot of ads are available on the Internet free of charge. You may also want to join special groups at social networking sites such as Facebook, as the owners often use them to post their ads directly, 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; using the services of professional real estate agencies. A lot of ads are available on the Internet free of charge. You may also want to join special groups at social networking sites such as Facebook, as the owners often use them to post their ads directly, without any intermediaries. You should bear in mind that real estate agencies usually charge commission for their services that is tantamount to half or one month's rent. That being said, real estate agencies can provide you with a safety net. Whenever there is a dispute between a landlord and a tenant, the agency may step in to resolve the issue. If the lessee intends to rent an apartment for a larger group of people or is expecting his or her family to arrive any time soon 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; Whenever there is a dispute between a landlord and a tenant, the agency may step in to resolve the issue. If the lessee intends to rent an apartment for a larger group of people or is expecting his or her family to arrive any time soon and join them for a longer period of time, the names of all the tenants with their passport numbers should be added to the lease agreement. This is required for your family to obtain a temporary residence permit. Additionally, foreign nationals who apply for a residence permit are also required to provide their proof of address, e. g. their current lease / purchase agreement and the document that shows they are residing in Poland legally make them eligible for a temporary residence card, which in turn is pre 
25;32.txt;https://www.wroclaw.pl/en/foreign-residents-in-search-of-flat;Which part of the city is the most popular to rent a flat? Are there any standards for renting flat? What to focus on while looking for a flat? Should I look for a flat on my own or with a real estate agency? What to focus on when signing a lease agreement?; for a residence permit are also required to provide their proof of address, e. g. their current lease / purchase agreement and the document that shows they are residing in Poland legally make them eligible for a temporary residence card, which in turn is prerequisite to obtaining a residence permit. 
26;33.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any websites to look for a flat? Are there any Facebook Groups to look for a flat? How can I look for a flat?; Here are our recommendations on where to find a flat, room or apartment in Wroclaw as foreigner : OTODOM – is probably the largest portal with rooms and apartments offered for rent and to buy OLX – originally for buy / sell announcements, but you can find a lot of flats on it too Check out these Facebook Groups : Rent a flat in Wroclaw ( English ) Foreigners Wroclaw Flats and Accomodation ( English ) If you speak Polish, this is the largest group to rent flats and rooms in Wroclaw : WROCŁAW NA WYNAJEM – mieszkania, pokoje. General hint : Never, ever pay anything upfront before seeing the place. We also received word that you better look for private offers as some of the real estate 
26;33.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any websites to look for a flat? Are there any Facebook Groups to look for a flat? How can I look for a flat?; and rooms in Wroclaw : WROCŁAW NA WYNAJEM – mieszkania, pokoje. General hint : Never, ever pay anything upfront before seeing the place. We also received word that you better look for private offers as some of the real estate agencies might surprise you with quite some hidden fees. 
